Conversation_id,Turns,Text,Category,Risk,language,label
461,12,"user: hey! so i've been feeling kinda off lately. like i'm tired all the time even when i sleep enough? idk if that's normal or whatever
assistant: Hey, thanks for sharing that. Persistent fatigue can definitely be frustrating. Has anything changed recently in your life—school, friends, activities? Sometimes that can play a role.
user: honestly not really? i mean school's the same, work is whatever. i guess i just don't feel as hyped about stuff as i used to. like gaming used to be fun but now i just kinda do it
assistant: That shift in how activities feel is worth noticing. Do you find yourself wanting to hang out with friends still, or has that changed too?
user: yeah i see them sometimes but they're all stressed about uni apps and just... idk they don't really get what i'm going through i guess
assistant: Feeling misunderstood can be isolating. Even when you're around people, it sounds like you might feel a bit alone. How often are you spending time with them these days?
user: like once a week maybe? less sometimes. it's whatever honestly
assistant: I hear some disconnection there. When you do see them, how do you feel afterward—better, same, or kinda empty?
user: empty i guess. i smile and laugh but it doesn't really... it's hard to explain. am i just broken or something?
assistant: You're not broken. What you're describing—the fatigue, the emptiness even around people, losing interest in things—those are things a lot of people experience. Have you thought about talking to someone like a counselor?
user: maybe. i don't know. would it even help? i feel like i'm just complaining
assistant: It's not complaining—this matters. What you're describing has been building for a bit, and talking to someone trained can really help. Would you be open to reaching out to a school counselor or your doctor?",yellow,low,en,0
462,12,"user: Hey, I'm not sure if this is the right place to talk, but I've been feeling kinda down lately. Like nothing's really going wrong, but I just don't feel like myself? Does that make sense?
assistant: That makes total sense. Sometimes we feel off even when things seem okay on the surface. I'm glad you reached out. What's been going on that made you feel this way?
user: Honestly I've just been tired a lot. Like all the time. I sleep enough but I still feel exhausted when I wake up. And I haven't been hanging out with my friends as much. They've been inviting me out but I just don't have the energy, you know?
assistant: That persistent tiredness is real, and it sounds like it's affecting your social life too. Sometimes fatigue can make socializing feel harder. Have you noticed anything else that's changed recently?
user: Yeah, I guess school's been stressful. Got a lot of assignments piling up. And when I try to talk to my friends about how I'm feeling, they're like 'oh just take a break' or 'everyone's stressed' but like... this feels different, I dunno
assistant: It sounds like you're feeling pretty isolated in this, even when you reach out. That's tough. The things you're describing—fatigue, stress, and feeling misunderstood—are worth taking seriously. How are you managing day-to-day?
user: It's okay I guess. Just going through the motions. School, come home, sleep. Haven't been into gaming or music as much which is weird cuz I used to love that stuff.
assistant: Losing interest in things you usually enjoy is definitely worth noticing. You're still showing up to school and being responsible, which is good. But I'm hearing that things that brought you joy aren't doing that anymore. How long has this been going on?
user: I dunno, maybe like a couple months? Started kinda slow so I didn't really think about it much.
assistant: A couple months is a meaningful period. The gradual nature makes sense—these things often sneak up on us. Have you thought about talking to someone like a school counselor or a doctor about what you're experiencing?
user: Not really. Feels like maybe I'm just being dramatic or something. Like other people have it way worse than me so I shouldn't complain
assistant: I hear that self-doubt, but what you're experiencing matters, regardless of what others are going through. Persistent fatigue, losing interest in hobbies, and feeling misunderstood for months isn't dramatic—it's worth getting support for. Would you be open to reaching out to someone?",yellow,low,en,0
463,12,"user: Hey! So I've been feeling pretty tired lately and I'm not sure what's going on. Like, I sleep enough but I just feel drained all the time. Is that normal?
assistant: That's a good question. Persistent fatigue can happen for lots of reasons—stress, sleep quality, activity levels, or sometimes just how we're feeling emotionally. What's been going on in your life lately?
user: I mean, nothing crazy has happened. School's been pretty standard, I'm still doing my sports thing. But yeah, even after practice I just wanna go home and chill. My friends keep asking me to hang out and I'm like... I don't know, feels like a lot sometimes.
assistant: It makes sense that you'd want to recharge after practice. When you do hang out with friends, how does that feel? Does it help or does it still feel draining?
user: It's weird. Like, I'm there with them but I dunno, they're all talking about stuff and I'm just kinda... there? They don't really get what I'm going through I guess. Even when I try to explain I'm tired they just say like 'oh just sleep more lol' and it's annoying
assistant: That sounds frustrating—when people don't really hear what you're saying. It can feel pretty lonely even when you're with others. Have you talked to anyone else about how you're feeling?
user: not really. my parents are busy and I don't wanna worry them. plus they'd probably just say it's normal teenage stuff. and my friends don't get it so what's the point
assistant: I hear you. It's tough when you feel like people won't understand. But keeping it all inside can make things feel heavier. What do you usually do when you need a break?
user: i just stay in my room tbh. scroll on my phone or watch stuff. sometimes i do homework but mostly i just exist i guess lol
assistant: That's okay for downtime, but I'm noticing you're spending a lot of time alone. Are you still enjoying the things you used to? Like your sports or hobbies?
user: sports is fine. idk if i enjoy it anymore but like, it's routine. at least no one talks to me there really
assistant: It sounds like things have shifted for you—the tiredness, feeling disconnected from friends, spending more time alone. These are worth paying attention to. Would you be open to talking with someone like a counselor or therapist who could really listen?",yellow,low,en,0
464,12,"user: Hey, I'm not really sure if I should be here but I've been feeling kinda off lately. Like, I have stuff to do but it's hard to get motivated, you know? Been going to school and work but it just feels exhausting.
assistant: I'm glad you reached out. Feeling exhausted while keeping up with school and work is really common, and it's good that you're noticing it. What does a typical day look like for you right now?
user: Um, I wake up, go to classes, come home, maybe see friends if they're around, then just scroll for a bit before bed. Nothing crazy. But lately even hanging out doesn't feel the same? Like my friends are all talking about stuff I don't really get anymore or something.
assistant: That shift in how friendships feel can be tough. Sometimes we change at different paces than the people around us. Have you talked to any of them about feeling disconnected?
user: Not really. They seem happy and I don't wanna be the downer, honestly. Plus I'm not even sure how to explain it. Just feels lonely sometimes even when I'm with them.
assistant: That's a really common feeling, and it takes courage to recognize it. You don't have to be 'the downer' to share what you're experiencing. Have you noticed anything else changing recently?
user: I dunno. I'm just tired all the time even if I sleep enough. And like, I used to care more about stuff at work but now I just do the minimum.
assistant: That persistent tiredness is worth paying attention to. It can be connected to a lot of things—stress, sleep quality, even mood. How are things at home been?
user: Home's fine I guess. Nothing's wrong really. Maybe I'm just being dramatic about this.
assistant: You're not being dramatic. What you're describing—fatigue, feeling disconnected, losing interest in things—those are real things that matter. You reached out for a reason.
user: Yeah maybe. I don't know. Some days are better than others but mostly I just feel blah about everything. Even stuff I used to actually like doing.
assistant: That pattern of things feeling 'blah' across the board is worth talking to someone about—maybe a counselor at school or your doctor. What you're describing could be something they can actually help with. Would that be possible for you?",yellow,low,en,0
465,12,"user: hey, so i've been feeling kinda off lately. like i'm tired all the time even when i sleep enough? is that normal or should i be worried
assistant: Hey, thanks for reaching out. Persistent fatigue can happen for lots of reasons—stress, sleep quality, diet, or just how you're feeling emotionally. It's good you're noticing it. What's been going on in your life lately?
user: honestly not much different than usual. school's been fine, got my part-time job. but like, even when i'm doing stuff i normally enjoy it just feels kinda... meh? my friends think i'm being weird bc i don't hang out as much
assistant: That sounds frustrating—when things that used to feel fun start feeling flat. Sometimes people around us don't get it right away. Are you avoiding hanging out or just not feeling up to it?
user: both i guess? like i want to but then i think about it and i just feel exhausted before i even go. plus they're all into stuff i'm not really feeling rn
assistant: That's a real thing—low energy can make social stuff feel overwhelming even when you care about people. How long has this been going on?
user: maybe like a month or so? idk it's hard to say exactly when it started. just feels like everyone gets me except me lol
assistant: That self-doubt is tough. A month of this is worth paying attention to. Have you noticed changes in anything else—eating, sleeping quality, motivation with school or work?
user: i guess i'm sleeping more but it doesn't help. work's whatever. just going through it
assistant: Sleeping more but still feeling drained is worth mentioning to someone—maybe a parent, school counselor, or doctor. They can help figure out what's happening. You don't have to figure this out alone.
user: yeah maybe. just feels dumb to make a big deal out of it you know
assistant: It's not dumb at all. Noticing you're not yourself for this long is actually really important. Your wellness matters. Would it help to talk through how to bring it up with someone you trust?",yellow,low,en,0
466,14,"user: hey, been having a rough week at school. like everything just feels harder lately, y'know? i don't even know why i'm messaging a bot about this lol but figured i'd try
assistant: I'm glad you reached out. Rough weeks happen, and it's totally okay to talk about it—that's what I'm here for. What's been making things harder?
user: honestly just tired all the time. like i sleep 8 hours and still feel exhausted when i wake up. my friends say i'm being lazy but they don't get it. it's not laziness, idk what it is. also got a test coming up and i can't even focus to study
assistant: That persistent tiredness sounds really frustrating, especially when people misunderstand it. Fatigue like that isn't laziness—it's real. Have you noticed if anything specific triggers it, or has it just been constant?
user: just constant i guess. been like this for a couple months. even doing stuff i used to enjoy feels like a chore now. still going out with friends sometimes but honestly i'd rather be alone
assistant: A couple months is significant. The shift from enjoying things to feeling like a chore—that's worth paying attention to. It's okay to need alone time, but the combo of fatigue, lost interest, and preferring isolation is worth exploring. Have you talked to anyone else about this?
user: nah not really. my parents would just worry and make it a whole thing. plus they don't really understand what i'm going through anyway. nobody does
assistant: I hear you on not wanting to stress them out. But feeling like nobody understands can be pretty isolating. Sometimes parents surprise us when we give them a chance. Either way, have you thought about talking to a school counselor?
user: maybe. idk. feels like a lot of effort tbh. my grades are fine so like... do i even need to?
assistant: Grades don't tell the whole story about how you're doing. What you're describing—the fatigue, loss of interest, isolation—that matters. It doesn't have to be a huge deal, just a conversation with someone who can actually help.
user: yeah i guess. just feels pointless sometimes tho. like what's even the point of any of it
assistant: That kind of thinking is important to talk about with someone trained to help. What you're feeling is real, but you don't have to carry it alone. Would you be open to reaching out to your school counselor this week, or talking to a parent?
user: i'll think about it
assistant: I appreciate that. Please don't just think about it—actually reach out. If you're struggling to get started, I can help you think through how. You deserve support, and you don't have to keep feeling this way.",yellow,low,en,0
467,12,"user: hey, so i've been feeling kinda tired lately. like all the time. even after i sleep a full 8 hours, i still feel drained. is that normal?
assistant: That sounds frustrating. Persistent tiredness can happen for lots of reasons—stress, sleep quality, diet, or even just life stuff. Have you noticed anything else different lately, or did this just start?
user: hmm yeah i guess school's been pretty intense. and i haven't been going out as much with my friends. like they're all doing their own thing and we don't really vibe the same anymore, you know?
assistant: That's a common feeling, especially at your age—friend groups shift sometimes. Do you feel like you want to connect with them more, or are you just not feeling it right now?
user: idk honestly. when i'm with them i feel like they don't really get what i'm going through. so i just kinda keep to myself
assistant: It can feel lonely when people don't understand what you're experiencing. Have you tried talking to any of them about how you've been feeling?
user: not really. don't think they'd care tbh
assistant: That assumption might be worth checking out. Sometimes people surprise us. But I'm hearing loneliness in what you're saying. How long have you been feeling this way?
user: few weeks maybe? i'm probably just being dramatic
assistant: Your feelings aren't dramatic just because they last a while. The fact that you're mentioning it means it matters. What's one thing you usually enjoy that you haven't done recently?
user: gaming i guess. but i haven't felt like it
assistant: Losing interest in stuff you liked is worth paying attention to. Combined with the tiredness and feeling disconnected, it might help to talk to someone—a counselor, parent, or doctor. What do you think?",yellow,low,en,0
468,12,"user: hey, so i've been feeling kinda off lately. like i'm tired all the time even when i sleep enough? idk if that's normal or what
assistant: That sounds frustrating. Persistent fatigue can happen for lots of reasons—stress, changes in routine, or just how your body's doing. Have you noticed anything else that feels different lately?
user: i guess i'm not really hanging out with people as much? like my friends are always doing stuff but i just don't feel like going out. and when i'm with them it's like they don't really get what i'm going through
assistant: That's really common—sometimes we feel disconnected even around people we care about. It sounds lonely. Have you talked to any of them about how you're feeling?
user: not really... like what would i even say? they seem fine and happy all the time so it feels weird
assistant: I get that. It can feel isolating when you think everyone else is doing better. But people usually appreciate honesty. Even a small thing like 'I've been feeling down' can open doors.
user: maybe. honestly i'm just tired of trying. school's been whatever and work is whatever too
assistant: That sense of 'whatever' with things that usually matter—that can be a sign you're struggling. Are you still going to school and work, or has that changed?
user: yeah i'm still going. just feels pointless sometimes ngl
assistant: When things feel pointless, that's worth paying attention to. It doesn't have to stay that way, but it might help to talk to someone—like a counselor or doctor. Have you considered that?
user: idk. probably not worth it. they'd probably just tell me to sleep more or something dumb
assistant: I hear the doubt, but fatigue + feeling disconnected + loss of interest are things professionals actually take seriously. You deserve support, even if you're skeptical. Want help finding resources?",yellow,low,en,0
469,12,"user: hey! i'm not really sure why i'm here lol. my counselor said i should try talking to someone about how i'm feeling. i guess things have been kinda off lately?
assistant: Hey, thanks for reaching out. I'm glad you're here. What kind of things have felt off? No pressure to share everything at once.
user: idk, just tired all the time i guess. like even after sleeping for like 9 hours i still feel exhausted. and my friends have been hanging out but i haven't really been feeling it, you know? they're doing their thing but it doesn't hit the same anymore.
assistant: That exhaustion despite sleeping a lot can be really draining. And it's pretty common to feel disconnected from stuff you used to enjoy. How long has this been going on?
user: honestly maybe like 2 or 3 months? i'm not totally sure. it just kinda crept up. they invited me to go out last weekend and i said yes but then i just stayed home instead. felt bad but like... didn't really feel bad enough to go out lol
assistant: That sounds like you're noticing a pattern. It's tough when you know your friends care but you're just not feeling up to it. Have you talked to any of them about what's going on?
user: not really, they wouldn't get it. like they're all doing their own thing - uni apps, dating, whatever - and i just feel kinda stuck? they'd probably just say i'm being dramatic or that i need to go outside more lol
assistant: It can feel isolating when you think people won't understand. But sometimes sharing even a little can help. What's making you feel stuck right now?
user: i just don't know what i'm doing anymore tbh. school's fine i guess but like nothing feels important? even stuff i used to care about feels kind of pointless. my grades are still okay but i'm not really trying hard anymore
assistant: When things feel pointless like that, it's hard to find motivation. That's worth paying attention to. Are you still going to classes and showing up for things, even if it feels unmotivating?
user: yeah i still go. i'm not like failing or anything. just feels like i'm going through the motions, you know? sometimes i wonder if my friends even like having me around anymore honestly
assistant: Those doubts about yourself are worth exploring with someone who knows you well. I think it'd be really helpful to talk more with your counselor about these feelings - the fatigue, disconnection, and self-doubt. They can help figure out what's going on. Sound okay?",yellow,low,en,0
470,12,"user: hey, i'm not really sure why i'm here lol. my friend said talking to someone might help? i've just been feeling kinda off lately
assistant: I'm glad your friend suggested this. It's totally normal to feel off sometimes. What do you mean by 'off'? What's been going on?
user: i dunno, just tired all the time i guess. like even after i sleep i feel exhausted. and school's been harder to focus on. we have this group project coming up and honestly i'm dreading it
assistant: That persistent tiredness can definitely make everything feel harder. Have you noticed when it started? And what about the group project is making you dread it?
user: maybe like a month or two ago? and idk, my groupmates are cool but lately i just don't feel like i have much to contribute. they're all way more engaged than me. plus they're busy with their own stuff so i don't wanna bug them
assistant: It sounds like you're noticing a difference in how you're showing up compared to before. That self-doubt is worth paying attention to. Are you still doing things you normally enjoy, or has that changed too?
user: yeah some stuff. i still game sometimes but not as much as i used to. and i was supposed to go to this get-together last weekend but i just didn't feel up to it. my friends didn't really get why i wasn't there
assistant: That gap between what your friends expect and how you're actually feeling can be lonely. Have you talked to them about what you're going through?
user: not really. they're kind of the party type and i don't think they'd understand. idk it's like i don't have the energy to explain it. it's easier to just say no thanks
assistant: I hear that. Sometimes it does feel easier to step back than to explain. But isolation can make those feelings heavier. Even one person understanding could help.
user: maybe. honestly i'm not even sure what i'd say to them. everything just feels kind of pointless lately
assistant: That's a significant thing you're noticing, and I'm glad you shared it. When feelings of pointlessness stick around, it's really important to talk to someone who can help—like a counselor or doctor. Would you be open to reaching out to someone in person?",yellow,low,en,0
471,12,"user: Hey, so I've been feeling kinda off lately. Like, I'm tired all the time even though I'm sleeping okay? And I don't really know why. Is that normal?
assistant: That's a good question. Persistent fatigue can happen for lots of reasons—stress, changes in routine, even just how much you're doing. What's been going on in your life lately? Anything new or stressful?
user: Not really anything major, I guess? School's fine, work's fine. I just feel kinda blah about everything. My friends have been hanging out but I haven't really felt like going. Is that weird?
assistant: It's not weird at all. Sometimes we need more alone time, or our energy just dips. But I'm curious—when you say you don't feel like going, is it more that you're tired or that you're not interested in hanging out?
user: Both maybe? They're cool but like... I dunno. They're doing their thing and I just don't fit in the same way anymore.
assistant: That can be a lonely feeling, especially when you're in the same friend group but it feels different. Have you tried talking to any of them about how you're feeling?
user: Not really. They wouldn't get it anyway. They're all just focused on stuff that doesn't matter that much.
assistant: It sounds like you're feeling pretty disconnected from them right now. That's tough. When was the last time you felt more connected to people?
user: idk like maybe a few months ago? everything just feels more tiring now. even things i used to like don't really excite me.
assistant: That's a pattern worth paying attention to. When activities you used to enjoy stop feeling exciting, and you're feeling tired and disconnected for a while, that can mean something's shifting. How's your sleep actually been?
user: like 6-7 hours usually. sometimes i just lay there for a while. and i'm still tired during the day which sucks
assistant: That sounds really draining. I think it might help to talk to someone who knows you—maybe a school counselor, parent, or doctor. What you're describing—the fatigue, losing interest in things, feeling disconnected—those are things worth getting support for. Would you be open to that?",yellow,low,en,0
472,12,"user: Hey! So I've been feeling pretty tired lately, like all the time. Even after I sleep a bunch. Is that normal? I've got soccer practice tomorrow and I'm kinda dreading it which is weird cuz I usually love it.
assistant: That's worth paying attention to. Persistent fatigue can come from a few things—stress, sleep quality, even diet. What's your sleep schedule been like? And have there been any big changes in your life recently?
user: I dunno, nothing major really. School's been the same. I guess I've just been staying up kinda late scrolling, but like everyone does that lol. Maybe I should try going to bed earlier?
assistant: That could definitely help. Even small changes—putting your phone away 30 mins before bed—can make a real difference. But also think about whether anything else feels off. How are your friendships and social stuff going?
user: Honestly? My friends have been pretty distant lately. We still hang out but like, I don't know. They're all into different stuff now and I feel kinda left out. I tried talking to them about feeling down and they just changed the subject. Made me feel weird about it.
assistant: That sounds lonely, and it's tough when you reach out and don't feel heard. Sometimes people don't know how to respond to this stuff, but that doesn't mean your feelings don't matter. Have you thought about talking to an adult—a parent, counselor, or someone you trust?
user: Yeah maybe. I don't really wanna worry my parents tho. They've got enough going on. Plus I'm probably just being dramatic about it. Lots of people feel like this.
assistant: Your feelings aren't dramatic. And parents usually want to know—that's kind of their job. Even if lots of people feel this way, that doesn't make it something to brush off. How long have you been feeling this way?
user: Idk like a couple months maybe? Hard to remember when it actually started. I've just been doing my own thing mostly. Skipped soccer last week cuz I just wasn't feeling it. Probably should go back soon.
assistant: A couple months is significant. And stepping back from activities you loved is a pattern worth noticing. You don't have to force yourself back right now, but how are you actually doing day-to-day? Any other changes you've noticed?
user: I mean I'm okay. Just tired mostly. Everything kinda feels the same but also like nothing matters that much anymore? That's probably normal tho lol. I'm managing.
assistant: I hear you saying you're managing, but what you're describing—the fatigue, withdrawal from activities, feeling disconnected, things not mattering as much—those deserve real attention. I think it'd be really helpful to talk to someone in person. A doctor or counselor can help you figure out what's going on. Will you reach out to someone this week?",yellow,low,en,0
473,12,"user: Hey, I've been feeling really tired lately even though I'm sleeping enough. Like, I'll wake up and just feel exhausted right away. Is that normal? I've got school and work and stuff but nothing crazy.
assistant: That sounds tough. Persistent fatigue can come from a few things—stress, sleep quality, or even just your body telling you it needs a break. Have you noticed anything else different lately?
user: Not really, just the tiredness. Oh, and I guess I've been kind of quiet around my friends? They tried to get me to go out last weekend but I just wasn't feeling it. I stayed in instead.
assistant: That's worth noticing. Sometimes when we're tired it affects our social energy too. How do you usually feel about hanging out with friends?
user: I dunno, I used to love it but lately it feels like they don't really get what I'm going through? Like when I tried to talk about feeling worn out they just kinda brushed it off. Maybe I'm just being dramatic lol
assistant: It's frustrating when people don't understand. Your feelings aren't dramatic—they matter. Have you been able to talk to anyone else about how you're feeling?
user: not really. my family's busy and my friends are busy so idk. plus what would i even say? everyone's dealing with stuff
assistant: Everyone does have stuff going on, but that doesn't mean yours doesn't matter. Even just talking about it can help. What's one thing that usually makes you feel a bit better?
user: Gaming used to help but even that's kinda boring now ngl. I still do it but it's not the same
assistant: When things we enjoy start feeling flat, that can be a sign we need support. How's school going?
user: it's fine. grades are okay. i just go and come home. don't really talk much anymore
assistant: I'm noticing you're withdrawing bit by bit. The tiredness, less interest in things, quietness at school and with friends—these things together matter. Would you be open to talking with a counsellor or someone you trust?",yellow,low,en,0
474,12,"user: Hey! So I've been feeling pretty tired lately and I'm not sure why. Like I get enough sleep but I still feel kinda drained during the day. Is that normal?
assistant: That's a good question to ask. Fatigue can come from a bunch of things—stress, sleep quality, diet, or just how you're feeling emotionally. How long has this been going on?
user: Maybe like the past few weeks? I've got school and some part-time work, so I guess I'm just busy. My friends are always doing stuff but honestly I'm just not feeling it as much lately.
assistant: It makes sense that busy schedules can drain your energy. When you say you're not feeling it as much—does that include activities you normally enjoy?
user: Yeah kinda. Like I still hang with friends but idk, it doesn't feel the same. They're all into their own stuff and sometimes I feel like they don't really get what's going on with me
assistant: That feeling of disconnection can be really tough. Have you tried talking to any of them about how you're feeling?
user: not really. like what would I even say? plus everyone's got their own problems anyway
assistant: Sometimes sharing what we're going through helps more than we expect. But it's okay to go at your own pace. How are things at school and work going?
user: work's fine I guess. school's whatever. I'm doing okay grades wise but I dunno... doesn't feel like it matters much
assistant: That sounds like maybe you're feeling a bit unmotivated or disconnected from things. Has anything specific changed recently, or is it just a general feeling?
user: nah nothing specific. just feel kinda blah. also been sleeping more but still tired lol. weird
assistant: That combo of sleeping more but feeling tired is worth paying attention to. It might be helpful to talk with someone you trust—a parent, school counselor, or doctor—just to check in. How does that feel to you?",yellow,low,en,0
475,12,"user: hey, i've been feeling kinda off lately. like, i'm tired all the time even after sleeping like 10 hours. is that normal?
assistant: That sounds frustrating. Persistent fatigue can happen for lots of reasons—stress, sleep quality, or sometimes just how your body's doing. What's been going on in your life lately?
user: honestly not much. school's the usual stress i guess. been hanging with friends less tho cuz i don't really feel like going out as much. they're all into stuff i'm not really into anymore
assistant: It's normal for interests to shift, but withdrawing from friends can sometimes make things feel heavier. Have you talked to them about how you're feeling?
user: nah not really. they wouldn't get it anyway. they're all fine and just doing their thing. dunno, feels like they wouldn't understand
assistant: That sense of not being understood can feel pretty isolating. Sometimes people surprise us when we do share though. What's making you doubt they'd understand?
user: idk. we just seem different now. i feel like maybe something's wrong with me or something
assistant: Feeling different from your friends doesn't mean something's wrong with you—it might just mean you're going through something they haven't experienced yet. Have you noticed other changes besides the tiredness?
user: yeah kinda. just feel blah most days. even stuff i used to like doesn't really interest me anymore
assistant: That shift in interest combined with the fatigue and feeling disconnected is worth paying attention to. How long has this been going on?
user: like maybe a couple months? it's been slowly getting worse but idk
assistant: A few months of gradual changes is something to take seriously. It might help to talk to someone like a school counselor or your doctor who can really assess what's happening. You deserve support with this.",yellow,low,en,0
476,12,"user: hey, i'm not doing great today. been feeling really empty lately and i don't know how to explain it to anyone. like nothing matters much anymore.
assistant: I'm glad you reached out. That feeling of emptiness sounds really hard to sit with. Can you tell me a bit more about when you started noticing this?
user: i guess it's been a few weeks? maybe longer. i cry a lot now over nothing really. my friends say i'm just being dramatic but they don't get it. nobody does.
assistant: It sounds isolating when people don't understand what you're going through. Those feelings are real even if others minimize them. Have you been able to talk to anyone you trust about this?
user: not really. my parents are busy and honestly i dont even know what i'd say. plus im just a burden on everyone anyway. like they'd be better off if i wasnt around so much
assistant: I hear a lot of pain in what you're saying. When we're struggling, our brain sometimes tells us we're burdens, but that's often the depression talking, not the truth. You matter. Have you thought about talking to a counselor?
user: idk maybe. seems pointless tho. nothings gonna change anyway
assistant: I understand why it might feel hopeless right now. But things can shift with support. Even small steps help. What's one thing that's helped you feel slightly better, even briefly?
user: nothing really helps for long. i just feel useless all the time
assistant: That persistent feeling of worthlessness is a sign you could really benefit from talking to someone trained in this. Would you be open to reaching out to a school counselor or calling a support line?
user: dunno. whats the point
assistant: I'm concerned about how you're feeling right now. Please reach out to someone today—a school counselor, parent, or the Crisis Text Line (text HOME to 741741). You don't have to feel this way alone. Will you reach out to someone?",orange,high,en,1
477,12,"user: Hey, I'm not really sure why I'm here but I've been feeling kinda down lately. Like, everything just feels empty, you know? School's fine, my family's fine, but I just can't shake this feeling that something's wrong with me.
assistant: I'm glad you reached out. That emptiness you're describing is something a lot of people experience. It's not about anything being wrong with you—sometimes our brains just need some support. What's been on your mind the most lately?
user: I don't know, it's hard to explain. Like I'll be with friends and I'm just thinking about how much better off they'd be without having to deal with me. I know that sounds dramatic but it's like this voice in my head that won't stop. And I cry a lot more than I used to. Even like stupid stuff makes me tear up.
assistant: That's not dramatic at all—intrusive thoughts like that are really common, and the crying makes sense too. Your brain might be struggling right now. Have you talked to anyone else about these feelings—a parent, friend, or counselor?
user: Not really. I tried telling my mom once but she just said everyone feels down sometimes and it'll pass. My friends wouldn't get it. I don't think anyone really understands what this is like. It's like I'm watching everyone else live their lives while I'm stuck in this fog.
assistant: It sounds really isolating when you feel like no one gets it. That fog you're describing—that's something we can work through together. Even when it feels like no one understands, that doesn't mean you're alone in this. What does a typical day look like for you right now?
user: just wake up, go to school, come home. don't really feel like doing much anymore. used to like gaming and stuff but it feels pointless now. everything kinda feels pointless honestly
assistant: I hear that the things you used to enjoy don't feel enjoyable anymore. That's a sign your mind needs some real support. I want to ask—are you safe right now? Do you have any thoughts about hurting yourself?
user: no like i'm not gonna do anything. just sometimes wish i wasn't here, you know? like wouldn't be the worst thing. but i'm not planning anything or whatever
assistant: I'm taking what you're saying seriously, and I'm really glad you told me. Those thoughts—even without a plan—matter and deserve attention. Have you considered talking to a counselor or doctor who can help more than I can?
user: maybe i dont know. whats the point anyway everyone would just think im crazy
assistant: Getting help isn't crazy—it's actually the strongest thing you can do. Would you be open to me helping you find resources? There are people trained specifically for what you're going through. You don't have to do this alone.",orange,high,en,1
478,16,"user: Hey, I've been feeling really down lately. Like, everything just feels empty, you know? I don't even know where to start. Nothing seems to matter anymore and I cry a lot for no reason.
assistant: I hear you, and I'm glad you reached out. Those feelings of emptiness and crying spells can be really overwhelming. That's a lot to carry. What's been happening recently that might've triggered these feelings?
user: I don't know honestly. School's been stressful but it's not just that. I feel like I'm just a burden to everyone around me. My parents, my friends... they'd probably be better off without me. Nobody really gets what I'm going through.
assistant: I'm sorry you're feeling like a burden—that's a common sign of depression, but it doesn't reflect reality. The people around you care about you, even if it doesn't feel that way right now. Have you talked to anyone close to you about these thoughts?
user: Not really. I don't want to worry them more. They're already dealing with their own stuff. I just feel useless like I don't contribute anything. Why am I even here.
assistant: Those thoughts about being useless are symptoms of depression talking, not the truth. You have value, even when you can't see it right now. I'm concerned about how you're feeling. Would you be open to talking to a counselor or therapist?
user: maybe i guess. i dont know if it would even help
assistant: I know it's hard to believe right now, but therapy can really help. You deserve support. Have you ever talked to your school counselor or your doctor about this?
user: no. never really thought about it
assistant: That could be a good first step. They're trained to help with exactly what you're experiencing. Is there someone you trust who could help you set up an appointment?
user: i dont know. everything feels pointless
assistant: I'm worried about how you're feeling right now. Please reach out to someone today—a parent, school counselor, or crisis line. You're not alone in this. Would you be willing to contact one of them?
user: maybe later
assistant: I care about your safety. Can you contact someone today? If you're in crisis, please text or call a crisis line. You matter, even when it doesn't feel like it.
user: ok
assistant: Thank you for saying that. Please reach out to a trusted adult today. If you need crisis support, you can text HOME to 741741 or call 1-800-273-8255. I'm here for you.",orange,high,en,1
479,12,"user: Hey, I'm not doing great today. Everything just feels really heavy, you know? Like there's this weight on my chest and I can't shake it. I don't even know why I'm texting you, honestly.
assistant: I'm glad you reached out. That heaviness sounds really hard to carry. Sometimes just naming it helps. What's been weighing on you the most?
user: I dunno. School's been stressful, my friends seem busy all the time, and I just feel like I'm messing everything up. Like even when I try, nothing really matters. My parents don't get it either.
assistant: That's a lot to hold at once. When you say nothing matters—is that how it feels most days, or is today particularly rough?
user: today's bad but yeah most days r kinda like this. i try to talk to ppl but they dont really get what im saying. feels like im just bringing everyone down honestly
assistant: I hear you. That isolation can make everything feel worse. You're not bringing people down just by existing. Can you think of one person you trust, even a little?
user: maybe. idk. nobody really listens anyway. plus im probably annoying them
assistant: Those feelings are real, but they might not be the full truth. Sometimes depression tells us we're burdens when we're not. What's one small thing that felt okay recently?
user: nothing really. everything feels empty
assistant: That emptiness is painful. I'm hearing that you're struggling a lot right now. Have you talked to anyone—like a counselor or doctor—about how you've been feeling?
user: no point. im just useless anyway
assistant: I'm concerned about what you're sharing. Those thoughts—that you're useless, that nothing matters—those are signs you need real support. Can you reach out to a crisis line today? They're there specifically for this.",orange,high,en,1
